case_id,condition,foreground_voxels,background_voxels,foreground_groups,background_sha256,semantic_sha256,construction_policy
radiopaedia_36_86526_0,complete_fixed_75,328,386,33,7d8fa68df599b0a0b8fa00120ca84fb0ba8a1d53c6f39157badf1f4886a0ff2e,23e1458d5c27534084c8aa0fdc27122027bef62a9e59ed475c20a91b0d72ee58,post_transfer_fixed_pair_unique_voxel_thinning
radiopaedia_36_86526_0,component_fixed_25,117,386,9,7d8fa68df599b0a0b8fa00120ca84fb0ba8a1d53c6f39157badf1f4886a0ff2e,f3b16c1e3e096a243880db9b95d24ddbc7354a06576b12465ae6957456e3366d,fixed_pair_side_already_at_shared_training_grid_target_unchanged
radiopaedia_36_86526_0,component_fixed_50,240,386,17,7d8fa68df599b0a0b8fa00120ca84fb0ba8a1d53c6f39157badf1f4886a0ff2e,5c21d1692117cae319bcb3898c4201aec26348b904f00e2865c0934861aafb2b,fixed_pair_side_already_at_shared_training_grid_target_unchanged
radiopaedia_36_86526_0,component_fixed_75,328,386,25,7d8fa68df599b0a0b8fa00120ca84fb0ba8a1d53c6f39157badf1f4886a0ff2e,bc3e05a7edcc9ba80800d09defab5a8587dba976598fb128a55ccf3b97f5580c,fixed_pair_side_already_at_shared_training_grid_target_unchanged
radiopaedia_36_86526_0,component_natural_25,83,386,9,7d8fa68df599b0a0b8fa00120ca84fb0ba8a1d53c6f39157badf1f4886a0ff2e,600a1d4438ee0d2286638d1c6d44d3abe5294203212560eafa928348fa73e4c4,natural_component_omission_unchanged
radiopaedia_36_86526_0,component_natural_50,164,386,17,7d8fa68df599b0a0b8fa00120ca84fb0ba8a1d53c6f39157badf1f4886a0ff2e,dc2e79aeaa34f09fe0215fb1eaab80ca037f964cda84e2309727dc032b0fba29,natural_component_omission_unchanged
radiopaedia_36_86526_0,component_natural_75,243,386,25,7d8fa68df599b0a0b8fa00120ca84fb0ba8a1d53c6f39157badf1f4886a0ff2e,ee2b8f8cea70be4359f400bee3a9770dcea20fe5a5523575451a60e9bc5fce01,natural_component_omission_unchanged
radiopaedia_36_86526_0,pixel_dropout_matched_25,83,386,33,7d8fa68df599b0a0b8fa00120ca84fb0ba8a1d53c6f39157badf1f4886a0ff2e,b474af15a1d626b83c7f3c5e0412f8405db3ac3f6719b31d5ccd46f4062e3a82,post_transfer_unique_voxel_pixel_equalization
radiopaedia_36_86526_0,pixel_dropout_matched_50,164,386,33,7d8fa68df599b0a0b8fa00120ca84fb0ba8a1d53c6f39157badf1f4886a0ff2e,f8637279099c8563e9e84c61f3aa452e354df60f1cfe15559f336b806dabb596,post_transfer_unique_voxel_pixel_equalization
radiopaedia_36_86526_0,pixel_dropout_matched_75,243,386,33,7d8fa68df599b0a0b8fa00120ca84fb0ba8a1d53c6f39157badf1f4886a0ff2e,f8000b59e601ebc7051f0f1e532bf7839fc30c1cb4a82e86bcd7c8826bd8e5c5,post_transfer_unique_voxel_pixel_equalization
radiopaedia_40_86625_0,complete,96,99,12,5fbcfbcbd66d029636a9655830980312d885c697d19fb41b1522dab788d7b906,a609532b928e77b5a15d86b4ad0d90bccd90dc3976a9c1836a6120974fcccd91,unchanged_from_v1_0
radiopaedia_40_86625_0,complete_fixed_25,62,99,12,5fbcfbcbd66d029636a9655830980312d885c697d19fb41b1522dab788d7b906,baf97f2928eb71304140172ed1ede24ca9392da4b535d7ea0c38f75eb2acbb49,post_transfer_fixed_pair_unique_voxel_thinning
radiopaedia_40_86625_0,complete_fixed_50,96,99,12,5fbcfbcbd66d029636a9655830980312d885c697d19fb41b1522dab788d7b906,a609532b928e77b5a15d86b4ad0d90bccd90dc3976a9c1836a6120974fcccd91,fixed_pair_side_already_at_shared_training_grid_target_unchanged
radiopaedia_40_86625_0,complete_fixed_75,94,99,12,5fbcfbcbd66d029636a9655830980312d885c697d19fb41b1522dab788d7b906,cd08869d2f35afd5da2661e30b2dfe8074d75cb16db3090470fc8d32ebdc05aa,post_transfer_fixed_pair_unique_voxel_thinning
radiopaedia_40_86625_0,component_fixed_25,62,99,3,5fbcfbcbd66d029636a9655830980312d885c697d19fb41b1522dab788d7b906,e143a401f14a1a128644f89621ac4edad1d9de329b8094b278ad803141d43618,fixed_pair_side_already_at_shared_training_grid_target_unchanged
radiopaedia_40_86625_0,component_fixed_50,96,99,6,5fbcfbcbd66d029636a9655830980312d885c697d19fb41b1522dab788d7b906,494f259abcc0bbae525b21a72e597e6e06bb4d571ee83d943e4544ff582b7c25,post_transfer_fixed_pair_unique_voxel_thinning
radiopaedia_40_86625_0,component_fixed_75,94,99,9,5fbcfbcbd66d029636a9655830980312d885c697d19fb41b1522dab788d7b906,439c9d55626d4f60107089ca97dbf8049207202952ea483d0c799028931bdf43,fixed_pair_side_already_at_shared_training_grid_target_unchanged
radiopaedia_40_86625_0,component_natural_25,29,99,3,5fbcfbcbd66d029636a9655830980312d885c697d19fb41b1522dab788d7b906,1626c4458dad4c3da66bf3ce8a274cb5bc925f365f9e03a953e29daed021f2b2,natural_component_omission_unchanged
radiopaedia_40_86625_0,component_natural_50,61,99,6,5fbcfbcbd66d029636a9655830980312d885c697d19fb41b1522dab788d7b906,28e0764cec4e0e6d3007a1601afa50712e4c4ad8472743cf1a3676d3bc6ebbcc,natural_component_omission_unchanged
radiopaedia_40_86625_0,component_natural_75,74,99,9,5fbcfbcbd66d029636a9655830980312d885c697d19fb41b1522dab788d7b906,5ba0afcc615d93b5b675052fd21a0398a7e7045d61f2198bebba9495d2b23f91,natural_component_omission_unchanged
radiopaedia_40_86625_0,pixel_dropout_matched_25,29,99,12,5fbcfbcbd66d029636a9655830980312d885c697d19fb41b1522dab788d7b906,1ff4a1afd023596831887b0598823758d95128bbac89e9eece3d43ff70175de4,post_transfer_unique_voxel_pixel_equalization
radiopaedia_40_86625_0,pixel_dropout_matched_50,61,99,12,5fbcfbcbd66d029636a9655830980312d885c697d19fb41b1522dab788d7b906,db27709a76c84d9a31d720ab2cd3b775ea2d5e937c1a1a698f97b5b4b69c1c69,post_transfer_unique_voxel_pixel_equalization
radiopaedia_40_86625_0,pixel_dropout_matched_75,74,99,12,5fbcfbcbd66d029636a9655830980312d885c697d19fb41b1522dab788d7b906,7d18df3b5e34967e984467f39a34d5fe7c2bb4aeedf5c2fc392c190df7e1b9ab,post_transfer_unique_voxel_pixel_equalization
radiopaedia_4_85506_1,complete,240,290,30,ac127f482462bfd598324550561cd790143c3cc1a5bbf09eb04ca5bb999d2063,bbbf78a732ed66b852b749e7fc61282d847291d3796b9f424dbd2445fd7b381d,unchanged_from_v1_0
radiopaedia_4_85506_1,complete_fixed_25,67,290,30,ac127f482462bfd598324550561cd790143c3cc1a5bbf09eb04ca5bb999d2063,4e56fd9b34149664fcf02ed20663bd57509aeeab4d79fb896e8ef2a694aee7f7,post_transfer_fixed_pair_unique_voxel_thinning
radiopaedia_4_85506_1,complete_fixed_50,159,290,30,ac127f482462bfd598324550561cd790143c3cc1a5bbf09eb04ca5bb999d2063,87a5913ac9454698b1af8e871965c6473d6620f52bf6243e50e7d6919c843f3a,post_transfer_fixed_pair_unique_voxel_thinning
radiopaedia_4_85506_1,complete_fixed_75,239,290,30,ac127f482462bfd598324550561cd790143c3cc1a5bbf09eb04ca5bb999d2063,636b8529801b9929bb9315b1d5b644789521b2961fcffe7c839b85562aed11bc,post_transfer_fixed_pair_unique_voxel_thinning
radiopaedia_4_85506_1,component_fixed_25,67,290,8,ac127f482462bfd598324550561cd790143c3cc1a5bbf09eb04ca5bb999d2063,e3bec852fe2c1d0c09cf987ecce57a5730da622ef71a680cc760eb1ccca7d351,fixed_pair_side_already_at_shared_training_grid_target_unchanged
radiopaedia_4_85506_1,component_fixed_50,159,290,15,ac127f482462bfd598324550561cd790143c3cc1a5bbf09eb04ca5bb999d2063,61099222393af66724cb18b2110c6947015eb67b4d4e7d260b9273a6319e6c2c,fixed_pair_side_already_at_shared_training_grid_target_unchanged
radiopaedia_4_85506_1,component_fixed_75,239,290,23,ac127f482462bfd598324550561cd790143c3cc1a5bbf09eb04ca5bb999d2063,fcc1050e3f576a8a364827ef593fedc0a431dc31d51b0085b158f5b8e08a589c,fixed_pair_side_already_at_shared_training_grid_target_unchanged
radiopaedia_4_85506_1,component_natural_25,50,290,8,ac127f482462bfd598324550561cd790143c3cc1a5bbf09eb04ca5bb999d2063,3c1d1abb5240562e9e9d24a14588088c54964ec52bd2f505306449d94e24c5f9,natural_component_omission_unchanged
radiopaedia_4_85506_1,component_natural_50,94,290,15,ac127f482462bfd598324550561cd790143c3cc1a5bbf09eb04ca5bb999d2063,0c48420cfb6ee0852afded91fa354ed1b4d0854bcd1293d11838f86d569eb5c6,natural_component_omission_unchanged
radiopaedia_4_85506_1,component_natural_75,172,290,23,ac127f482462bfd598324550561cd790143c3cc1a5bbf09eb04ca5bb999d2063,79f778a88d14ea2dbc9a1daf1698243737680e85cc1aa36aaed8849feccb9e4a,natural_component_omission_unchanged
radiopaedia_4_85506_1,pixel_dropout_matched_25,50,290,30,ac127f482462bfd598324550561cd790143c3cc1a5bbf09eb04ca5bb999d2063,b5c605cccad6cc26279b656203323bcd01b12912a463abf297c0f8c4e28a7659,post_transfer_unique_voxel_pixel_equalization
radiopaedia_4_85506_1,pixel_dropout_matched_50,94,290,30,ac127f482462bfd598324550561cd790143c3cc1a5bbf09eb04ca5bb999d2063,763093a28f7e2fce797ab332d95d4220933fc2526fd90e82d022b3786ced87f5,post_transfer_unique_voxel_pixel_equalization
radiopaedia_4_85506_1,pixel_dropout_matched_75,172,290,30,ac127f482462bfd598324550561cd790143c3cc1a5bbf09eb04ca5bb999d2063,0e6f8f751d151e3bf03d1f81574f37c8e156e0aaa2fac2bfeccf72a477e3cfd8,post_transfer_unique_voxel_pixel_equalization
radiopaedia_7_85703_0,complete,46,56,4,d4c64d08b3092dbad5e3734e833d997561d20288a6f83db710107bdad60e3f9c,63de38401c5168e18b1ede5dcf99a272deb90ee13f52c071522348f73425e14a,unchanged_from_v1_0
radiopaedia_7_85703_0,complete_fixed_25,44,56,4,d4c64d08b3092dbad5e3734e833d997561d20288a6f83db710107bdad60e3f9c,79c45b47e655fcc9d843aa49073af320049a673cf3a9e430ef554f284303b314,post_transfer_fixed_pair_unique_voxel_thinning
radiopaedia_7_85703_0,complete_fixed_50,46,56,4,d4c64d08b3092dbad5e3734e833d997561d20288a6f83db710107bdad60e3f9c,63de38401c5168e18b1ede5dcf99a272deb90ee13f52c071522348f73425e14a,fixed_pair_side_already_at_shared_training_grid_target_unchanged
radiopaedia_7_85703_0,complete_fixed_75,40,56,4,d4c64d08b3092dbad5e3734e833d997561d20288a6f83db710107bdad60e3f9c,20ef2c5ac3c13eb415da21482772cd1001e2ef3dad2425a032732af27ac7053a,post_transfer_fixed_pair_unique_voxel_thinning
radiopaedia_7_85703_0,component_fixed_25,44,56,1,d4c64d08b3092dbad5e3734e833d997561d20288a6f83db710107bdad60e3f9c,4e1d0ef433b920d0c61859a38c52044720b00565aa841722f3e1c9de991b4b85,fixed_pair_side_already_at_shared_training_grid_target_unchanged
radiopaedia_7_85703_0,component_fixed_50,46,56,2,d4c64d08b3092dbad5e3734e833d997561d20288a6f83db710107bdad60e3f9c,0cedac60ad0bff706e65b938aad8dd5dbedfd2bd2600f630d2a9a92236e77d1d,post_transfer_fixed_pair_unique_voxel_thinning
radiopaedia_7_85703_0,component_fixed_75,40,56,3,d4c64d08b3092dbad5e3734e833d997561d20288a6f83db710107bdad60e3f9c,ef08ea6163618ddedd8cb1243286f1b34d0df3ccc90df053200bd1cb071cb924,fixed_pair_side_already_at_shared_training_grid_target_unchanged
radiopaedia_7_85703_0,component_natural_25,15,56,1,d4c64d08b3092dbad5e3734e833d997561d20288a6f83db710107bdad60e3f9c,1f1d7571018dd9fb2ffefcf4fc3fd758835baedb915a13c5f61cc38b5ba42c9b,natural_component_omission_unchanged
radiopaedia_7_85703_0,component_natural_50,25,56,2,d4c64d08b3092dbad5e3734e833d997561d20288a6f83db710107bdad60e3f9c,6a0b2de7018b895a51e836ac1f82ccc80d1ef63ccc047f7185bf48f7143928f1,natural_component_omission_unchanged
radiopaedia_7_85703_0,component_natural_75,42,56,3,d4c64d08b3092dbad5e3734e833d997561d20288a6f83db710107bdad60e3f9c,8722560a7500a6ff8cf1326ee80034ff6eae66f094b27bb4de8dd9ce67f091a6,natural_component_omission_unchanged
radiopaedia_7_85703_0,pixel_dropout_matched_25,15,56,4,d4c64d08b3092dbad5e3734e833d997561d20288a6f83db710107bdad60e3f9c,a0624a5b36f9855ff11dff720a42a9119d9e3c367f4ab946a6ee0805374a293c,post_transfer_unique_voxel_pixel_equalization
radiopaedia_7_85703_0,pixel_dropout_matched_50,25,56,4,d4c64d08b3092dbad5e3734e833d997561d20288a6f83db710107bdad60e3f9c,dc33e5a5dbdf709cff58a93f8dd66af668930ec58bdf11e0c60dc8c8999ea03d,post_transfer_unique_voxel_pixel_equalization
radiopaedia_7_85703_0,pixel_dropout_matched_75,42,56,4,d4c64d08b3092dbad5e3734e833d997561d20288a6f83db710107bdad60e3f9c,6729edf9f8d47af8a8627e575346f47f17b00629df681bfbee20efd721e150d1,already_exact_after_transfer_unchanged
